"","YearStart","LocationAbbr","LocationDesc","DataSource","Topic","Question","DataValueUnit","DataValue","DataValueAlt"
"132",2016,"NE","Nebraska","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","19.9",19.9
"133",2016,"NV","Nevada","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","16.2",16.2
"134",2016,"NH","New Hampshire","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","21.4",21.4
"135",2016,"NJ","New Jersey","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.5",17.5
"136",2016,"NM","New Mexico","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","15.1",15.1
"137",2016,"NY","New York","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","19.3",19.3
"138",2016,"NC","North Carolina","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.2",17.2
"139",2016,"ND","North Dakota","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","25.8",25.8
"140",2016,"OH","Ohio","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","20.7",20.7
"141",2016,"OK","Oklahoma","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","12.2",12.2
"142",2016,"OR","Oregon","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.1",17.1
"143",2016,"PA","Pennsylvania","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","22.3",22.3
"144",2016,"RI","Rhode Island","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","15.6",15.6
"145",2016,"SC","South Carolina","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","16.6",16.6
"146",2016,"SD","South Dakota","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","23",23
"147",2016,"TN","Tennessee","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","16.6",16.6
"148",2016,"TX","Texas","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.6",17.6
"149",2016,"UT","Utah","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","11.6",11.6
"150",2016,"VT","Vermont","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","23.5",23.5
"151",2016,"VA","Virginia","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","18.7",18.7
"152",2016,"WA","Washington","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.8",17.8
"153",2016,"WV","West Virginia","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","11.1",11.1
"154",2016,"WI","Wisconsin","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","29.4",29.4
"155",2016,"WY","Wyoming","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","18.7",18.7
"156",2016,"ID","Idaho","BRFSS","Alcohol","Heavy drinking among adults aged >= 18 years","%","7",7
"157",2016,"IA","Iowa","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"158",2016,"KS","Kansas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"159",2016,"AL","Alabama","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.9",4.9
"160",2016,"AK","Alaska","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.7",3.7
"161",2016,"AZ","Arizona","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"162",2016,"AR","Arkansas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.7",5.7
"163",2016,"CA","California","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.9",3.9
"164",2016,"CO","Colorado","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"165",2016,"CT","Connecticut","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.8",3.8
"166",2016,"DE","Delaware","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"167",2016,"DC","District of Columbia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.6",3.6
"168",2016,"FL","Florida","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"169",2016,"GA","Georgia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.8",4.8
"170",2016,"HI","Hawaii","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.8",4.8
"171",2016,"ID","Idaho","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"172",2016,"IL","Illinois","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"173",2016,"IN","Indiana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.8",4.8
"174",2016,"KY","Kentucky","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.5",5.5
"175",2016,"LA","Louisiana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"176",2016,"ME","Maine","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.9",4.9
"177",2016,"MD","Maryland","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"178",2016,"MA","Massachusetts","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.8",3.8
"179",2016,"MI","Michigan","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"180",2016,"MN","Minnesota","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.8",3.8
"181",2016,"MS","Mississippi","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.8",4.8
"182",2016,"MO","Missouri","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5",5
"183",2016,"MT","Montana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"184",2016,"NE","Nebraska","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"185",2016,"NV","Nevada","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.9",3.9
"186",2016,"NH","New Hampshire","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"187",2016,"NJ","New Jersey","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"188",2016,"NM","New Mexico","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"189",2016,"NY","New York","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"190",2016,"NC","North Carolina","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"191",2016,"ND","North Dakota","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"192",2016,"OH","Ohio","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.8",4.8
"193",2016,"OK","Oklahoma","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"194",2016,"OR","Oregon","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"195",2016,"PA","Pennsylvania","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"196",2016,"RI","Rhode Island","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.9",3.9
"197",2016,"SC","South Carolina","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"198",2016,"SD","South Dakota","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"199",2016,"TN","Tennessee","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5",5
"200",2016,"TX","Texas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.8",4.8
"201",2016,"UT","Utah","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"202",2016,"VT","Vermont","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.4",5.4
"203",2016,"VA","Virginia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"204",2016,"WA","Washington","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"205",2016,"WV","West Virginia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.1",5.1
"206",2016,"WI","Wisconsin","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"207",2016,"WY","Wyoming","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"208",2016,"AL","Alabama","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.9",4.9
"209",2016,"AK","Alaska","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"210",2016,"AZ","Arizona","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"211",2016,"AR","Arkansas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","6.3",6.3
"212",2016,"CA","California","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"213",2016,"CO","Colorado","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"214",2016,"CT","Connecticut","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"215",2016,"DE","Delaware","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"216",2016,"DC","District of Columbia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.9",3.9
"217",2016,"FL","Florida","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"218",2016,"GA","Georgia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5",5
"219",2016,"HI","Hawaii","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"220",2016,"ID","Idaho","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.9",4.9
"221",2016,"IL","Illinois","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"222",2016,"IN","Indiana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5",5
"223",2016,"IA","Iowa","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.8",4.8
"224",2016,"KS","Kansas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"225",2016,"KY","Kentucky","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.7",5.7
"226",2016,"LA","Louisiana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"227",2016,"ME","Maine","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.1",5.1
"228",2016,"MD","Maryland","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"229",2016,"MA","Massachusetts","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.8",3.8
"230",2016,"MI","Michigan","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
